DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,LapNumber,TyreLife,Compound,Stint,Speed_ms,dt,Acceleration,jerk,speed_Delta,Braking_event,Throttle_zone,Speed_zone_all,Brake_Intensity,Braking_intensity_zone,Gear_Change,Engine_load,TB_overlap
,0,0,9462.374976,0,1,21,0,1,interpolation,-0.066125745,-1.25E-05,OnTrack,-960.9786021,-1557.015169,85.99996443,1,1,MEDIUM,1,0,,,,,FALSE,Medium,Slow,0,None,0,198709.8745,FALSE
,0,0.219,9435,0,1,21,0,1,car,0,0,OnTrack,-960.9976607,-1557.001657,85.99999611,1,1,MEDIUM,1,0,0.219,0,,0,FALSE,Medium,Slow,0,None,0,198135,FALSE
,0,0.23,9373.399642,0.30250176,1,21,0,1,pos,0.015859185,2.99E-06,OnTrack,-961,-1557,86,1,1,MEDIUM,1,0.084028267,0.011,7.638933333,694.4484848,0.30250176,FALSE,Medium,Slow,0,None,0,196841.3925,FALSE
,0,0.49,7917.399642,7.45250176,1,21,0,1,pos,0.723997828,0.000136644,OnTrack,-962,-1556,86,1,1,MEDIUM,1,2.070139378,0.26,7.638888889,-0.00017094,7.15,FALSE,Medium,Slow,0,None,0,166265.3925,FALSE
81,0,0.619,7195,11,1,21,0,1,car,1.222222222,0.000230677,OnTrack,-964.7647148,-1553.175648,85.9996594,1,1,MEDIUM,1,3.055555556,0.129,7.638885099,-2.94E-05,3.54749824,FALSE,Medium,Slow,0,None,0,151095,FALSE
81,0,0.85,5577.999552,16.7750016,1,22.65000046,0,1,pos,2.312282104,0.00043641,OnTrack,-972,-1546,86,1,1,MEDIUM,1,4.659722667,0.231,6.944446368,-3.006228271,5.7750016,FALSE,Medium,Slow,0,None,0,126341.6924,FALSE
81,0,0.899,5235,18,1,23,0,1,car,2.622222222,0.000494906,OnTrack,-973.375642,-1544.733942,86.00062586,1,1,MEDIUM,1,5,0.049,6.944435374,-0.000224373,1.2249984,FALSE,Medium,Slow,0,None,0,120405,FALSE
81,0,1.15,4342.555328,27.7611136,1,32.0638912,0,1,pos,4.743284492,0.000895226,OnTrack,-982,-1537,86,1,1,MEDIUM,1,7.711420444,0.251,10.80247189,15.37066341,9.7611136,FALSE,Medium,Slow,0,None,0,139239.2216,FALSE
81,0,1.259,3955,32,1,36,0,1,car,5.822222222,0.00109886,OnTrack,-989.2949577,-1530.02741,85.99052505,1,1,MEDIUM,1,8.888888889,0.109,10.80246279,-8.35E-05,4.2388864,FALSE,Medium,Slow,0,None,0,142380,FALSE
81,0,1.49,4939.637773,38.73750187,1,49.47500373,0,1,pos,8.315258304,0.001569385,OnTrack,-1010,-1510,86,1,1,MEDIUM,1,10.76041719,0.231,8.101854097,-11.69094674,6.737501867,FALSE,Medium,Slow,0,None,0,244388.5973,FALSE
81,0,1.499,4978,39,1,50,0,1,car,8.422222222,0.001589572,OnTrack,-1010.828175,-1509.207097,86.00332444,1,1,MEDIUM,1,10.83333333,0.009,8.101794239,-0.006650871,0.262498133,FALSE,Medium,Slow,0,None,0,248900,FALSE
81,0,1.659,5675,46,1,51,0,1,car,10.46666667,0.001975432,OnTrack,-1025.637854,-1495.148965,86.10260862,1,1,MEDIUM,1,12.77777778,0.16,12.15277778,25.31864712,7,FALSE,Medium,Slow,0,None,0,289425,FALSE
,0.066666667,1.899,6826,54,1,55,0,1,car,14.06666667,0.00265488,OnTrack,-1047.081394,-1474.878931,86.02452982,1,1,MEDIUM,1,15,0.24,9.259259259,-12.05632716,8,FALSE,Medium,Slow-medium,0,None,0,375430,FALSE
,0.06972224,1.91,6889.937872,54.5958368,1,55.3208352,0,1,pos,14.25389721,0.002690217,OnTrack,-1048,-1474,86,1,1,MEDIUM,1,15.16551022,0.011,15.04638384,526.1022345,0.5958368,FALSE,Medium,Slow-medium,0,None,0,381157.1176,FALSE
,0.133333333,2.139,8221,67,1,62,0,1,car,18.53333333,0.003497898,OnTrack,-1066.965126,-1455.681325,85.16927732,1,1,MEDIUM,1,18.61111111,0.229,15.04629209,-0.000400643,12.4041632,FALSE,Medium,Slow-medium,0,None,0,509702,FALSE
,0.153055573,2.21,8618.600358,68.7750016,1,62.35500032,0,1,pos,19.91140366,0.003757989,OnTrack,-1075,-1448,85,1,1,MEDIUM,1,19.10416711,0.071,6.944450704,-114.1104421,1.7750016,FALSE,Medium,Slow-medium,0,None,0,537412.8281,FALSE
,0.188888889,2.339,9341,72,1,63,0,1,car,22.53333333,0.00425284,OnTrack,-1093.768913,-1430.215908,84.94909745,1,1,MEDIUM,1,20,0.129,6.944440999,-7.52E-05,3.2249984,FALSE,Medium,Slow-medium,0,None,0,588483,FALSE
,0.21972224,2.45,10247.50052,78.01250347,1,66.23750187,0,1,pos,25.05459713,0.004728692,OnTrack,-1112,-1413,85,1,1,MEDIUM,1,21.67013985,0.111,15.04630497,72.98976552,6.012503467,FALSE,Medium,Slow-medium,0,None,0,678768.835,FALSE
44,0.255555556,2.579,11301,85,1,70,0,1,car,28.2,0.005322342,OnTrack,-1133.639232,-1392.558657,84.99894883,1,1,MEDIUM,1,23.61111111,0.129,15.04628883,-0.000125118,6.987496533,FALSE,Medium,Slow-medium,0,None,0,791070,FALSE
44,0.475555606,2.651,11229.25621,87.30605035,1,71.5373669,0,1,pos,30.0024355,0.005662525,OnTrack,-1149,-1378,85,1,1,MEDIUM,1,24.25168065,0.072,8.896799179,-85.4095785,2.306050347,FALSE,High,Slow-medium,0,None,0,803311.4216,FALSE
44,1.114166667,2.86,11021,94,1,76,0,1,car,35.53722222,0.006707136,OnTrack,-1208.257151,-1321.616315,85.01039301,1,1,MEDIUM,1,26.11111111,0.209,8.896796455,-1.30E-05,6.693949653,FALSE,High,Slow-medium,0,None,0,837596,FALSE
44,1.147777973,2.871,10999.07844,94.62857509,1,76.31428754,0,1,pos,35.84884294,0.00676595,OnTrack,-1211,-1319,85,1,1,MEDIUM,1,26.2857153,0.011,15.87310823,634.2101609,0.628575086,FALSE,High,Slow-medium,0,None,0,839386.8351,FALSE
44,1.969722222,3.14,10463,110,2,84,0,1,car,44.09277778,0.008321873,OnTrack,-1253.734789,-1277.999785,84.28042317,1,1,MEDIUM,1,30.55555556,0.269,15.8730121,-0.000357355,15.37142491,FALSE,High,Slow-medium,0,None,1,878892,FALSE
44,2.492222418,3.311,11145.29026,119.4050035,2,87.42000128,0,1,pos,49.81931902,0.009402675,OnTrack,-1282,-1251,84,1,1,MEDIUM,1,33.16805653,0.171,15.2777835,-3.48086901,9.40500352,FALSE,High,Slow-medium,0,None,0,974321.2884,FALSE
44,2.580833333,3.34,11261,121,2,88,0,1,car,50.815,0.009590595,OnTrack,-1288.310795,-1245.002101,84.00227343,1,1,MEDIUM,1,33.61111111,0.029,15.27774406,-0.001359809,1.59499648,FALSE,High,Slow-medium,0,None,0,990968,FALSE
18,0.323333333,3.5,11653,126,2,94,0,1,car,56.415,0.010647514,OnTrack,-1329.229763,-1206.173921,84.12455652,1,1,MEDIUM,1,35,0.16,8.680555556,-41.23242816,5,FALSE,High,Slow-medium,0,None,0,1095382,FALSE
18,0.266755137,3.551,11295.99955,127.9125024,2,95.593752,0,1,pos,58.24225925,0.010992383,OnTrack,-1342,-1194,84,1,1,MEDIUM,1,35.53125067,0.051,10.41667974,34.04165065,1.9125024,FALSE,High,Slow-medium,0,None,0,1079826.98,FALSE
14,0.145833333,3.66,10533,132,2,99,0,1,car,62.28166667,0.011754763,OnTrack,-1367.575081,-1169.474292,83.35143315,1,1,MEDIUM,1,36.66666667,0.109,10.41666055,-0.000176038,4.0874976,FALSE,High,High-medium,0,None,0,1042767,FALSE
14,0.165555573,3.731,10639.8551,137.3250048,2,99,0,1,pos,65.08581222,0.012284005,OnTrack,-1390,-1148,83,1,1,MEDIUM,1,38.14583467,0.071,20.83335211,146.7139657,5.3250048,FALSE,High,High-medium,0,None,0,1053345.655,FALSE
14,0.201388889,3.86,10834,147,3,99,0,1,car,70.44833333,0.013296103,OnTrack,-1450.966852,-1089.847436,82.97185742,1,1,MEDIUM,1,40.83333333,0.129,20.833323,-0.0002257,9.6749952,FALSE,High,High-medium,0,None,1,1072566,FALSE
14,0.215555573,3.911,10993.8852,149.2950029,3,99,0,1,pos,72.61473705,0.01370498,OnTrack,-1476,-1066,83,1,1,MEDIUM,1,41.47083413,0.051,12.50001569,-163.3981826,2.29500288,FALSE,High,High-medium,0,None,0,1088394.635,FALSE
14,0.256944444,4.06,11461,156,3,99,0,1,car,79.115,0.014931811,OnTrack,-1540.173749,-1004.927759,82.86950191,1,1,MEDIUM,1,43.33333333,0.149,12.49999463,-0.000141311,6.70499712,FALSE,High,High-medium,0,None,0,1134639,FALSE
14,0.170555538,4.371,10916.74989,168.6343776,3,99,0,1,pos,93.70013432,0.017684544,OnTrack,-1635,-915,82,1,1,MEDIUM,1,46.84288267,0.311,11.28472454,-3.907620857,12.6343776,FALSE,High,High-medium,0,None,0,1080758.239,FALSE
14,0.168055556,4.38,10901,169,3,99,0,1,car,94.13722222,0.017767038,OnTrack,-1637.076547,-913.0385913,81.97584509,1,1,MEDIUM,1,46.94444444,0.009,11.28464198,-0.009174352,0.3656224,FALSE,High,High-medium,0,None,0,1079199,FALSE
18,1.312222222,4.7,10822,180,4,99,0,1,car,110.1372222,0.020786806,OnTrack,-1703.718745,-850.1225778,81.0464782,1,1,MEDIUM,1,50,0.32,9.548611111,-5.425096451,11,FALSE,High,High-medium,0,None,1,1071378,FALSE
18,1.315277796,4.711,10844.98228,180.3928594,4,99,0,1,pos,110.7033409,0.020893653,OnTrack,-1707,-847,81,1,1,MEDIUM,1,50.10912762,0.011,9.920692641,33.8255936,0.392859429,FALSE,High,High-medium,0,None,0,1073653.245,FALSE
18,1.381666702,4.95,11344.3217,188.928576,4,99,0,1,pos,123.2894695,0.023269102,OnTrack,-1797,-761,80,1,1,MEDIUM,1,52.48016,0.239,9.920637577,-0.000230391,8.535716571,FALSE,High,High-medium,0,None,0,1123087.848,FALSE
18,1.39,4.98,11407,190,4,99,0,1,car,124.915,0.023575897,OnTrack,-1808.629545,-749.8596973,79.9801271,1,1,MEDIUM,1,52.77777778,0.03,9.920592593,-0.001499487,1.071424,FALSE,High,High-medium,0,None,0,1129293,FALSE
18,1.139999787,5.13,11082.62472,194.8750042,4,99,0,1,pos,133.2069139,0.025140876,OnTrack,-1866,-695,80,1,1,MEDIUM,1,54.1319456,0.15,9.027785481,-5.952047407,4.87500416,FALSE,High,High-medium,0,None,0,1097179.848,FALSE
18,0.839999787,5.31,10693.37472,200.7250042,4,99,0,1,pos,143.4490192,0.027073925,OnTrack,-1938,-627,79,1,1,MEDIUM,1,55.7569456,0.18,9.027777778,-4.28E-05,5.85,FALSE,High,High-medium,0,None,0,1058644.098,FALSE
18,0.723333333,5.38,10542,203,5,99,0,1,car,147.4705556,0.027832932,OnTrack,-1966.578538,-600.0020126,78.91930379,1,1,MEDIUM,1,56.38888889,0.07,9.02776127,-0.000235828,2.27499584,FALSE,High,High-medium,0,None,1,1043658,FALSE
18,3.01567107,5.49,10730.03147,205.4062528,5,99,0,1,pos,153.8291734,0.029033029,OnTrack,-2012,-557,79,1,1,MEDIUM,1,57.05729244,0.11,6.07639596,-26.83059373,2.4062528,FALSE,High,High-medium,0,None,0,1062273.115,FALSE
44,7.391944444,5.7,11089,210,5,99,0,1,car,166.1372222,0.031355995,OnTrack,-2100.319432,-473.0740829,78.21741185,1,1,MEDIUM,1,58.33333333,0.21,6.076385185,-5.13E-05,4.5937472,FALSE,High,High-medium,0,None,0,1097811,FALSE
44,7.383611078,5.73,11124.42728,210.9045262,5,99,0,1,pos,167.9194465,0.031692364,OnTrack,-2113,-461,78,1,1,MEDIUM,1,58.58459061,0.03,8.375242421,76.62857452,0.904526181,FALSE,High,High,0,None,0,1101318.3,FALSE
44,7.336666667,5.899,11324,216,5,99,0,1,car,178.0772222,0.033609497,OnTrack,-2184.39414,-392.9258329,76.36779844,1,1,MEDIUM,1,60,0.169,8.375203515,-0.000230212,5.095473819,FALSE,High,High,0,None,0,1121076,FALSE
44,7.184999893,5.99,11468.4626,218.843752,5,99,0,1,pos,183.6354135,0.034658525,OnTrack,-2222,-357,76,1,1,MEDIUM,1,60.78993111,0.091,8.680561661,3.355584017,2.843752,FALSE,High,High,0,None,0,1135377.798,FALSE
44,7.07,6.059,11578,221,5,99,0,1,car,187.8994444,0.035463299,OnTrack,-2249.868861,-330.3422657,76.21069157,1,1,MEDIUM,1,61.38888889,0.069,8.680547504,-0.000205167,2.156248,FALSE,High,High,0,None,0,1146222,FALSE
44,6.5241664,6.19,11315.01737,223.9475014,5,99,0,1,pos,196.1271978,0.037016169,OnTrack,-2311,-272,77,1,1,MEDIUM,1,62.20763929,0.131,6.250003053,-18.55377443,2.94750144,FALSE,High,High,0,None,0,1120186.72,FALSE
44,5.440833067,6.45,10793.06737,229.7975014,5,99,0,1,pos,212.8694764,0.040176031,OnTrack,-2485,-107,76,1,1,MEDIUM,1,63.83263929,0.26,6.25,-1.17E-05,5.85,FALSE,High,High,0,None,0,1068513.67,FALSE
44,5.403333333,6.459,10775,230,5,99,0,1,car,213.455,0.04028654,OnTrack,-2489.041715,-103.1579857,75.95433418,1,1,MEDIUM,1,63.88888889,0.009,6.249955556,-0.004938272,0.20249856,FALSE,High,High,0,None,0,1066725,FALSE
44,3.747221831,6.73,10824.68335,235.2694457,5,99,0,1,pos,231.2529798,0.043645651,OnTrack,-2565,-31,75,1,1,MEDIUM,1,65.3526238,0.271,5.401235843,-3.131807056,5.269445689,FALSE,High,High,0,None,0,1071643.651,FALSE
44,3.203333333,6.819,10841,237,6,99,0,1,car,237.155,0.044759572,OnTrack,-2624.367074,24.54018739,74.93999106,1,1,MEDIUM,1,65.83333333,0.089,5.401230684,-5.80E-05,1.730554311,FALSE,High,High,0,None,1,1073259,FALSE
44,2.710277333,6.89,10689.87129,237.760715,6,78.71426743,0,1,pos,241.8806769,0.045651475,OnTrack,-2675,72,75,1,1,MEDIUM,1,66.04464305,0.071,2.976193159,-34.1554581,0.760714971,FALSE,High,High,0,None,0,841445.3877,FALSE
44,1.258888889,7.099,10245,240,6,19,1,1,car,255.8216667,0.048282635,OnTrack,-2779.850694,171.6957744,75.72211937,1,1,MEDIUM,1,66.66666667,0.209,2.976189565,-1.72E-05,2.239285029,TRUE,Low,High,0,None,0,194655,TRUE
44,0.580555164,7.21,10370.98507,238.334999,6,10.11999488,1,1,pos,263.1797856,0.049671374,OnTrack,-2824,214,76,1,1,MEDIUM,1,66.2041664,0.111,-4.166669069,-64.35007778,-1.66500096,FALSE,Low,High,0,None,0,104954.3158,TRUE
44,0.036666667,7.299,10472,237,6,3,1,1,car,268.9883333,0.050767653,OnTrack,-2858.732938,247.151136,76.02552428,1,1,MEDIUM,1,65.83333333,0.089,-4.16666367,6.07E-05,-1.33499904,FALSE,Low,High,0,Low,0,31416,TRUE
44,0.164121643,7.37,10784.62216,234.3374976,6,4.5531264,1,1,pos,273.5300482,0.051624836,OnTrack,-2888,275,76,1,1,MEDIUM,1,65.09374933,0.071,-10.41667606,-88.02834346,-2.6625024,FALSE,Low,High,0,Mid,0,49103.74786,TRUE
16,0.611111111,7.619,11881,225,5,10,1,1,car,288.9883333,0.054542363,OnTrack,-3007.393134,387.9100873,76.01233376,1,1,MEDIUM,1,62.5,0.249,-10.41666399,4.85E-05,-9.3374976,FALSE,Low,High,0,None,-1,118810,TRUE
16,0.596944427,7.67,11702.49978,223.0874976,5,6.812496,1,1,pos,292.1245985,0.055134288,OnTrack,-3030,409,76,1,1,MEDIUM,1,61.96874933,0.051,-10.41667974,-0.000308809,-1.9125024,FALSE,Low,High,0,None,0,79723.23291,TRUE
16,0.569166649,7.77,11352.49978,219.3374976,5,0.562496,1,1,pos,298.1890346,0.056278862,OnTrack,-3071,447,76,1,1,MEDIUM,1,60.92708267,0.1,-10.41666667,0.000130719,-3.75,FALSE,Low,High,0,Mid,0,6385.735714,TRUE
16,0.566666667,7.779,11321,219,5,0,1,1,car,298.7216667,0.056379389,OnTrack,-3074.737447,450.4916756,76.0150141,1,1,MEDIUM,1,60.83333333,0.009,-10.41659259,0.008230453,-0.3374976,FALSE,Low,High,0,Mid,0,0,FALSE
16,0.510497668,7.99,10295.01219,204.0541621,5,0,1,1,pos,310.6111894,0.058623364,OnTrack,-3166,537,77,1,1,MEDIUM,1,56.6817117,0.211,-19.67593189,-43.88312465,-14.94583787,FALSE,Low,High-medium,0,Mid,0,0,FALSE
3,0.502777778,8.019,10154,202,5,0,1,1,car,312.1883333,0.058921027,OnTrack,-3178.056865,548.3679872,77.13170987,1,1,MEDIUM,1,56.11111111,0.029,-19.6758825,0.001703131,-2.054162133,FALSE,Low,High-medium,0,Mid,0,0,FALSE
81,0.167777778,8.219,11003,190,4,0,1,1,car,322.7438889,0.060913236,OnTrack,-3256.296887,621.7932977,77.87121589,1,1,MEDIUM,1,52.77777778,0.2,-16.66666667,15.04607918,-12,FALSE,Low,High-medium,0,Mid,-1,0,FALSE
81,0.215827877,8.25,10975.87494,187.6749952,4,0,1,1,pos,324.3053404,0.061207937,OnTrack,-3268,633,78,1,1,MEDIUM,1,52.13194311,0.031,-20.83337634,-134.4099896,-2.3250048,FALSE,Low,High-medium,0,Mid,0,0,FALSE
11,0.477777778,8.419,10828,175,4,0,1,1,car,332.4661111,0.062748164,OnTrack,-3329.65477,693.5764336,78.83206574,1,1,MEDIUM,1,48.61111111,0.169,-20.83332544,0.000301185,-12.6749952,FALSE,Low,High-medium,0,Mid,0,0,FALSE
11,0.450509203,8.45,10913.25018,173.5791637,4,0,1,1,pos,333.914246,0.063021479,OnTrack,-3340,704,79,1,1,MEDIUM,1,48.21643437,0.031,-12.73150777,261.3489574,-1.420836267,FALSE,Low,High-medium,0,Mid,0,0,FALSE
11,0.29217587,8.63,11408.25018,165.3291637,4,0,1,1,pos,342.0967384,0.064565806,OnTrack,-3394,760,80,1,1,MEDIUM,1,45.9247677,0.18,-12.73148148,0.000146024,-8.25,FALSE,Low,High-medium,0,Mid,0,0,FALSE
16,0.266666667,8.659,11488,164,3,0,1,1,car,343.3994444,0.064811673,OnTrack,-3402.447164,768.9842733,80.14738466,1,1,MEDIUM,1,45.55555556,0.029,-12.73145338,0.000968864,-1.329163733,FALSE,Low,High-medium,0,Mid,-1,0,FALSE
16,1.230236378,8.89,10581.32475,158.2249984,3,0,1,1,pos,353.557865,0.066728927,OnTrack,-3469,843,81,1,1,MEDIUM,1,43.95138844,0.231,-6.944446368,25.05197842,-5.7750016,FALSE,Low,High-medium,0,Low,0,0,FALSE
81,1.267777778,8.899,10546,158,3,0,1,1,car,353.9327778,0.066799687,OnTrack,-3471.505052,845.990522,81.01351017,1,1,MEDIUM,1,43.88888889,0.009,-6.944395062,0.005700746,-0.2249984,FALSE,Low,High-medium,0,Low,0,0,FALSE
81,1.621111111,9.111,11500,143.6142857,3,0,1,1,pos,362.2182389,0.068363448,OnTrack,-3527,917,81,1,1,MEDIUM,1,39.89285714,0.212,-18.84920635,-56.15477022,-14.38571429,FALSE,Low,High-medium,0,Mid,0,0,FALSE
81,1.734444444,9.179,11806,139,2,0,1,1,car,364.7438889,0.068840127,OnTrack,-3542.359988,938.3383179,80.9990065,1,1,MEDIUM,1,38.61111111,0.068,-18.84920635,-3.50E-12,-4.614285714,FALSE,Low,High-medium,0,Mid,-1,0,FALSE
81,1.5511111,9.311,11690.48414,136.8443803,2,3.804034816,1,1,pos,369.5372611,0.069744807,OnTrack,-3569,978,81,1,1,MEDIUM,1,38.01232785,0.132,-4.536236804,108.4315875,-2.155619729,FALSE,Low,High-medium,0,Low,0,44471.00869,TRUE
81,0.4677777,10.091,11007.89044,124.1066273,2,26.28242237,1,1,pos,395.7047079,0.074683534,OnTrack,-3665,1213,80,1,1,MEDIUM,1,34.47406315,0.78,-4.536236804,3.42E-14,-12.73775294,FALSE,Medium,Slow-medium,0,None,0,289314.0259,TRUE
81,0.288611111,10.22,10895,122,2,30,0,1,car,400.0222222,0.075498402,OnTrack,-3669.218956,1255.109259,80.34627991,1,1,MEDIUM,1,33.88888889,0.129,-4.536234553,1.74E-05,-2.106627326,FALSE,Medium,Slow-medium,0,None,0,326850,FALSE
81,1.254168006,10.351,11035.41569,122,2,36.140628,0,1,pos,404.4410812,0.076332398,OnTrack,-3670,1299,81,1,1,MEDIUM,1,33.88888889,0.131,0,34.62774468,0,FALSE,Medium,Slow-medium,0,None,0,398826.8534,FALSE
18,2.647222222,10.54,11238,122,2,45,0,1,car,410.8666667,0.077545134,OnTrack,-3665.127848,1364.049385,82.53750828,1,1,MEDIUM,1,33.88888889,0.189,0,0,0,FALSE,Medium,Slow-medium,0,None,0,505710,FALSE
18,2.470277653,10.631,11344.92508,123.1375008,2,50.687504,0,1,pos,413.9763549,0.078132043,OnTrack,-3661,1396,83,1,1,MEDIUM,1,34.20486133,0.091,3.472224664,38.15631499,1.1375008,FALSE,Medium,Slow-medium,0,None,0,575045.9351,FALSE
18,2.336111111,10.7,11426,124,2,55,0,1,car,416.3777778,0.078585276,OnTrack,-3657.300751,1420.47313,83.08663822,1,1,MEDIUM,1,34.44444444,0.069,3.472219002,-8.21E-05,0.8624992,FALSE,Medium,Slow-medium,0,None,0,628430,FALSE
18,1.75027744,10.811,11644.60846,127.0833351,2,59.93333618,0,1,pos,420.3722952,0.079339184,OnTrack,-3651,1458,83,1,1,MEDIUM,1,35.30092642,0.111,7.716053832,38.23274622,3.083335111,FALSE,Medium,Slow-medium,0,None,0,697900.2335,FALSE
18,0.589166329,11.031,12077.88624,133.1944462,2,69.71111396,0,1,pos,428.6663994,0.080904576,OnTrack,-3636,1532,83,1,1,MEDIUM,1,36.99845728,0.22,7.716049383,-2.02E-05,6.111111111,FALSE,Medium,High-medium,0,None,0,841962.9038,FALSE
18,0.436111111,11.06,12135,134,2,71,0,1,car,429.7777778,0.081114332,OnTrack,-3632.024347,1548.398595,82.90134517,1,1,MEDIUM,1,37.22222222,0.029,7.716032354,-0.00058719,0.805553778,FALSE,High,High-medium,0,None,0,861585,FALSE
18,2.589049417,11.231,11177.39964,139.9850022,2,76.98500224,0,1,pos,436.4396011,0.082371655,OnTrack,-3603,1663,82,1,1,MEDIUM,1,38.88472284,0.171,9.722225861,11.73212577,5.98500224,FALSE,High,High-medium,0,None,0,860492.1364,FALSE
23,2.954166667,11.26,11015,141,2,78,0,1,car,437.6111111,0.08259276,OnTrack,-3599.366962,1677.346714,81.90654956,1,1,MEDIUM,1,39.16666667,0.029,9.722200766,-0.000865333,1.01499776,FALSE,High,High-medium,0,None,0,859170,FALSE
20,4.629166667,11.54,11158,154,3,98,0,1,car,449.5888889,0.084853393,OnTrack,-3584.814334,1737.217556,81.98913074,1,1,MEDIUM,1,42.77777778,0.28,12.8968254,11.33794511,13,FALSE,High,High-medium,0,None,1,1093484,FALSE
20,3.956198674,11.59,11300.67894,155.4285751,3,98.17857189,0,1,pos,451.7899306,0.085268807,OnTrack,-3582,1749,82,1,1,MEDIUM,1,43.17460419,0.05,7.936528254,-99.20594286,1.428575086,FALSE,High,High-medium,0,None,0,1109484.519,FALSE
55,0.860555556,11.82,11957,162,3,99,0,1,car,462.1888889,0.08723146,OnTrack,-3562.802581,1837.065831,81.84803287,1,1,MEDIUM,1,45,0.23,7.93650352,-0.00010754,6.571424914,FALSE,High,High-medium,0,None,0,1183743,FALSE
55,1.152222756,11.89,11718.29956,166.2000077,3,99,0,1,pos,465.5221905,0.087860573,OnTrack,-3558,1879,82,1,1,MEDIUM,1,46.1666688,0.07,16.66669714,124.7170518,4.20000768,FALSE,High,High-medium,0,None,0,1160111.657,FALSE
55,1.693888889,12.02,11275,174,3,99,0,1,car,471.8555556,0.089055904,OnTrack,-3552.581942,1977.252403,82.68356567,1,1,MEDIUM,1,48.33333333,0.13,16.66665026,-0.000360665,7.79999232,FALSE,High,High-medium,0,None,0,1116225,FALSE
55,1.883229513,12.09,11113.5622,175.3125024,3,99,0,1,pos,475.273405,0.089700973,OnTrack,-3552,2030,83,1,1,MEDIUM,1,48.69791733,0.07,5.208342857,-163.6901057,1.3125024,FALSE,High,High-medium,0,None,0,1100242.658,FALSE
31,2.126666667,12.18,10906,177,4,99,0,1,car,479.7222222,0.090540623,OnTrack,-3553.96074,2090.07529,83.17134448,1,1,MEDIUM,1,49.16666667,0.09,5.208325926,-0.000188125,1.6874976,FALSE,High,High-medium,0,None,1,1079694,FALSE
31,3.42717203,12.47,11566.00016,187.9090935,4,99,0,1,pos,494.8994418,0.093405103,OnTrack,-3572,2232,83,1,1,MEDIUM,1,52.19697043,0.29,10.44932331,18.07240477,10.90909354,FALSE,High,High-medium,0,None,0,1145034.016,FALSE
55,3.557222222,12.499,11632,189,4,99,0,1,car,496.4697222,0.093701471,OnTrack,-3573.484977,2242.955868,83.07813595,1,1,MEDIUM,1,52.5,0.029,10.44929564,-0.00095423,1.090906465,FALSE,High,High-medium,0,None,0,1151568,FALSE
3,0.8425,12.739,11551,198,4,99,0,1,car,509.6697222,0.09619278,OnTrack,-3584.263289,2318.033741,84.46899993,1,1,MEDIUM,1,55,0.24,10.41666667,-0.135954044,9,FALSE,High,High-medium,0,None,0,1143549,FALSE
3,4.284208279,12.87,10797.74963,198,4,99,0,1,pos,516.8513808,0.097548214,OnTrack,-3604,2381,85,1,1,MEDIUM,1,55,0.131,0,-79.51653944,0,FALSE,High,High-medium,0,None,0,1068977.214,FALSE
55,5.046111111,12.899,10631,198,4,99,0,1,car,518.4697222,0.097853652,OnTrack,-3610.477974,2398.806666,85.05441716,1,1,MEDIUM,1,55,0.029,0,0,0,FALSE,High,High-medium,0,None,0,1052469,FALSE
55,5.949444658,13.17,11022.82093,207.5979189,4,99,0,1,pos,534.3839942,0.100857241,OnTrack,-3690,2591,85,1,1,MEDIUM,1,57.66608859,0.271,9.837965286,36.30245493,9.597918933,FALSE,High,High-medium,0,None,0,1091259.272,FALSE
55,6.646111111,13.379,11325,215,5,99,0,1,car,547.1363889,0.103264071,OnTrack,-3727.940216,2660.883867,85.69461712,1,1,MEDIUM,1,59.72222222,0.209,9.83795995,-2.55E-05,7.402081067,FALSE,High,High,0,None,1,1121175,FALSE
55,7.016111324,13.49,11470.56145,216.7659101,5,99,0,1,pos,553.935886,0.104547377,OnTrack,-3755,2699,86,1,1,MEDIUM,1,60.21275281,0.111,4.419194467,-48.81770706,1.765910109,FALSE,High,High,0,None,0,1135585.583,FALSE
55,7.882777991,13.75,11811.51599,220.9022737,5,99,0,1,pos,569.9688431,0.107573366,OnTrack,-3854,2833,87,1,1,MEDIUM,1,61.36174271,0.26,4.419191919,-9.80E-06,4.136363636,FALSE,High,High,0,None,0,1169340.083,FALSE
55,8.112777778,13.819,11902,222,5,99,0,1,car,574.2697222,0.108385094,OnTrack,-3875.718123,2861.041677,88.33884461,1,1,MEDIUM,1,61.66666667,0.069,4.41918782,-5.94E-05,1.097726255,FALSE,High,High,0,None,0,1178298,FALSE
55,8.696389084,14.01,11804.58997,226.7750016,5,99,0,1,pos,586.3063615,0.110656836,OnTrack,-3958,2951,89,1,1,MEDIUM,1,62.993056,0.191,6.944446771,13.22125105,4.7750016,FALSE,High,High,0,None,0,1168654.407,FALSE
55,8.723888889,14.019,11800,227,5,99,0,1,car,586.8808333,0.110765259,OnTrack,-3965.138366,2958.154459,88.55627071,1,1,MEDIUM,1,63.05555556,0.009,6.944395062,-0.005745517,0.2249984,FALSE,High,High,0,None,0,1168200,FALSE
